isin,Basic Materials,Consumer Discretionary,Consumer Staples,Corporate,Covered,Energy,Financials,Government,Health Care,Industrials,Real Estate,Securitised,Technology,Telecommunication,Utilities,Liquidity,Supranational,Other
IE00BFXR5S54,3.61,5.84,8.81,,,2.98,18.7,,9.24,10.7,,,35.12,1.43,2.34,,,1.23
IE00BFXR5T61,5.88,11.47,8.66,,,0.72,22.65,,5.53,18.06,,,21.16,4.71,1.1,,,0.06
IE00BFXR5V83,6.15,7.08,7.07,,,3.6,26.2,,13.1,18.98,,,10.68,2.44,4.47,,,0.24
IE00BFXR5W90,14.77,6.74,6.02,,,3.29,50.17,,4.16,7.61,,,1.47,2.94,2.71,,,0.12
IE00BFXR6159,,,,,,,,,,,,,,,,,,
IE00BFXR7892,,18.54,28.41,,,,5.56,,,7.81,,,39.44,,,,,0.24
IE00BFXR7900,,18.54,28.41,,,,5.56,,,7.81,,,39.44,,,,,0.24
IE00BFXX9Y76,,,,,,,,,,,,,,,,,,
IE00BFXYHY63,,,,,,,,99.9317,,,,,,,,0.0683,,
IE00BFY0GT14,3.3621,8.5649,4.8648,,,4.2413,16.524,,9.0865,10.9953,1.5807,,30.214,8.1402,2.424,,,
IE00BFY0GV36,2.74,3.99,5.87,,,3.61,35.07,,13.14,2.71,,,16.66,6.81,8.76,,,0.64
IE00BFYN8Y92,,19.5,37.77,,,,20.43,,,1.94,,,20.16,,,,,0.2
IE00BFYTYS33,3.2435,8.567,4.597,,,3.9704,16.4299,,8.4489,10.5186,1.5096,,31.7917,8.3283,2.246,0.3492,,
IE00BFZPF322,,,,,,,100.0,,,,,,,,,,,
IE00BFZPF439,,,,,,,100.0,,,,,,,,,,,
IE00BFZPF546,,,,,,,,95.763,,,,,,,,0.3845,,3.8525
IE00BFZXGZ54,0.96,10.77,6.18,,,0.52,0.21,,3.83,3.59,,,58.92,13.79,1.16,0.06,,
IE00BG04LT92,8.27,15.75,2.61,,,10.96,19.6,,4.79,18.19,,,7.69,6.61,5.4,,,0.14
IE00BG04LZ52,1.7995,8.9521,4.39,,,3.6661,11.9817,,9.2324,8.4638,1.6845,,37.7953,9.8002,1.9803,,,0.2542
IE00BG04M077,1.7995,8.9521,4.39,,,3.6661,11.9817,,9.2324,8.4638,1.6845,,37.7953,9.8002,1.9803,,,0.2542
IE00BG0J4841,,0.9076,,,,,,,,6.5385,5.1131,,87.1347,,,0.3061,,
IE00BG0J4957,9.03,19.4,2.75,,,8.91,17.31,0.31,5.57,19.25,,,6.84,5.7,4.59,,,0.38
IE00BG0J4B71,9.11,17.0,4.03,,,1.98,17.91,0.9,6.94,17.06,,,2.78,14.82,7.07,,,0.4
IE00BG0J4C88,,0.9076,,,,,,,,6.5385,5.1131,,87.1347,,,0.3061,,
IE00BG0NY640,6.05,7.66,8.63,,,0.48,30.28,,5.03,22.53,0.75,,9.32,4.38,4.88,,,
IE00BG0SKF03,8.6776,5.2345,1.4586,,,7.7232,17.9473,,1.7271,3.1435,1.6701,,48.8713,1.4425,1.6175,0.4869,,
IE00BG0SSC32,,14.6,12.95,,,,2.31,,1.21,,,,68.79,,,,,0.14
IE00BG0TQ445,,,,,,,,100.0,,,,,,,,,,
IE00BG0TQB18,,,,,,,100.0,,,,,,,,,,,
IE00BG0TQC25,,,,,,,,100.0,,,,,,,,,,
IE00BG0TQD32,,,,,,,,100.0,,,,,,,,,,
IE00BG11HV38,3.3089,8.4741,3.9703,,,4.0203,17.5414,,9.3174,10.6397,1.7645,,30.3014,8.1548,2.2562,0.2509,,
IE00BG13YG34,5.5474,6.3376,8.6261,,,5.4394,24.2397,,12.1877,18.8375,0.6978,,9.9857,2.6463,4.9297,0.5251,,
IE00BG13YH41,5.5287,5.6253,7.7053,,,5.4346,27.3974,,13.3218,18.7366,0.6007,,7.2434,3.4228,4.5315,0.4517,,
IE00BG13YJ64,7.1368,1.3198,1.1744,,,15.0945,33.0372,,12.7326,8.4442,0.473,,10.9662,2.0429,7.0634,0.5151,,
IE00BG13YK79,4.2587,3.867,13.1643,,,8.8802,20.6543,,11.6823,13.414,1.3423,,4.0611,8.2819,9.7067,0.6873,,
IE00BG13YL86,2.9998,4.8828,8.1358,,,5.8028,32.4003,,10.6767,15.4526,1.1766,,8.489,4.5688,4.6901,0.7247,,
IE00BG13YZ23,1.5609,10.4878,4.0016,,,4.2333,12.3979,,10.2256,5.709,1.3136,,37.4298,10.3484,1.8996,0.3923,,
IE00BG143G97,6.47,7.5,0.63,,,,22.67,,6.51,30.65,,,14.54,5.31,4.49,,,1.24
IE00BG21M733,0.22,0.66,1.47,,,10.8,54.75,,0.21,0.28,,,,5.8,23.56,,,2.25
IE00BG36TC12,6.3211,14.6777,3.4654,,,,16.7938,,6.2716,22.0396,2.4068,,17.7847,10.1993,,,,0.04
IE00BG370F43,2.6026,9.8706,2.6101,,,,23.8868,,3.3921,6.0903,1.1757,,39.1023,10.1375,0.8054,,,0.3265
IE00BG47J908,,5.52,2.19,,,,64.81,4.92,,2.85,,,1.4,0.35,0.64,,,17.32
IE00BG47K971,0.7,1.29,1.38,,,1.36,16.2,59.04,1.42,4.68,,,1.34,1.22,2.72,,,8.66
IE00BG47KB92,0.7,1.29,1.38,,,1.36,16.2,59.04,1.42,4.68,,,1.34,1.22,2.72,,,8.66
IE00BG47KF31,0.7,1.29,1.38,,,1.36,16.2,59.04,1.42,4.68,,,1.34,1.22,2.72,,,8.66
IE00BG47KG48,0.7,1.29,1.38,,,1.36,16.2,59.04,1.42,4.68,,,1.34,1.22,2.72,,,8.66
IE00BG47KH54,0.7,1.29,1.38,,,1.36,16.2,59.04,1.42,4.68,,,1.34,1.22,2.72,,,8.66
IE00BG47KJ78,0.7,1.29,1.38,,,1.36,16.2,59.04,1.42,4.68,,,1.34,1.22,2.72,,,8.66
IE00BG482169,0.11,1.72,,,,0.34,79.52,,,0.73,,,0.28,5.89,11.26,,,0.15
IE00BG5QQ390,1.77,6.3,4.04,,,,60.12,2.0,7.25,4.7,,,10.21,2.2,1.23,,,0.23
IE00BG7PP820,,,,,,,,,,,,,1,99,,,,
IE00BG88WG77,,,,,,,,,,,,,,,,,,
IE00BG88WH84,,,,,,,,,,,,,,,,,,
IE00BG88WL21,,,,,,,,,,,,,,,,,,
IE00BG8BCY43,0.97,5.15,2.04,,,0.82,49.6,4.2,2.52,3.51,,,2.59,0.77,2.01,,,25.83
IE00BGBN6P67,,12.52,,,,,39.09,,7.73,,,,36.76,2.52,1.32,0.06,,
IE00BGCSB447,1.272,13.3209,11.6508,,,4.4386,40.4975,0.0081,,7.3635,1.8975,,7.9595,4.2639,4.613,2.7147,,
IE00BGDPWV87,,,,,,,,,,,98.5445,,0.1399,,,1.3156,,
IE00BGDPWW94,6.3755,6.4089,8.9308,,,,26.7276,,11.7887,19.7535,1.2592,,10.6136,3.5381,3.9787,0.6253,,
IE00BGDQ0L74,,,,,,,,,,,99.0947,,,,,0.9053,,
IE00BGDQ0T50,5.6225,7.9534,2.8585,,,,20.5858,,2.8221,7.246,1.3443,,42.8878,6.7299,1.4601,0.4895,,
IE00BGDQ0V72,4.8444,13.2276,4.8709,,,,18.1571,,6.3726,23.4556,3.1687,,17.185,8.3644,,0.3536,,
IE00BGHQ0G80,3.4794,8.6605,2.9973,,,2.4398,17.7395,,8.8149,9.7237,1.5843,,33.7918,8.2772,1.6312,,,0.8606
IE00BGJWWT11,,,,,,,,100.0,,,,,,,,,,
IE00BGJWWV33,,,,,,,,100.0,,,,,,,,,,
IE00BGJWWW40,,,,,,,,100.0,,,,,,,,,,
IE00BGJWWX56,,,,,,,,100.0,,,,,,,,,,
IE00BGJWWY63,,,,,,,,100.0,,,,,,,,,,
IE00BGJWX091,1.772,8.8899,4.4712,,,3.5797,12.2402,,9.115,8.1792,1.7738,,38.0748,9.6857,2.016,,,0.2025
IE00BGL86Z12,0.1279,34.5975,,,,,,,,9.9569,,,54.9894,,,0.3282,,
IE00BGPP6473,,,,,,,,99.9317,,,,,,,,0.0683,,
IE00BGPP6697,,,,,,,,99.881,,,,,,,,0.119,,
IE00BGQ0J979,1.7,,,,,5.06,4.24,88.21,,0.47,,,,,0.77,,,
IE00BGQYRQ28,,,99.8239,,,,,,,,,,,,,,,0.1761
IE00BGQYRR35,,59.93,38.41,,,,,,,,,,0.89,,,,,0.77
IE00BGQYRS42,0.56,,,,,,0.09,,,1.68,,,97.67,,,,,
IE00BGR7L912,,,,,,,,27.7579,,,,,,,,72.2421,,
IE00BGSF1X88,,,,,,,,27.7579,,,,,,,,72.2421,,
IE00BGV5VM45,4.5461,6.7193,6.5253,,,3.8067,26.2706,,12.557,19.592,0.281,,11.0657,3.5388,4.7325,,,0.365
IE00BGV5VN51,,11.1487,,,,,3.6949,,,0.917,,,70.3296,11.3814,,,,2.5284
IE00BGV5VR99,4.5721,33.3906,,,,,,,,27.5723,,,28.1392,6.1263,,,,0.1995
IE00BGYWCB81,2.36,0.02,,,,10.6,12.84,66.28,,1.78,,,,0.63,3.95,,,1.54
IE00BGYWFK87,2.94,5.8,5.98,,,6.5,39.08,0.63,7.43,8.08,,,8.25,4.96,9.84,,,0.51
IE00BGYWFL94,2.94,5.8,5.98,,,6.5,39.08,0.63,7.43,8.08,,,8.25,4.96,9.84,,,0.51
IE00BGYWFN19,2.94,5.8,5.98,,,6.5,39.08,0.63,7.43,8.08,,,8.25,4.96,9.84,,,0.51
IE00BGYWFS63,,,,,,,,99.68,,,,,,,,,,0.32
IE00BGYWSV06,1.87,6.25,5.16,,,3.73,51.82,0.48,5.06,7.86,,,6.29,2.26,6.72,,,2.51
IE00BGYWSW13,1.87,6.25,5.16,,,3.73,51.82,0.48,5.06,7.86,,,6.29,2.26,6.72,,,2.51
IE00BGYWSZ44,1.87,6.25,5.16,,,3.73,51.82,0.48,5.06,7.86,,,6.29,2.26,6.72,,,2.51
IE00BGYWT403,4.01,7.13,7.58,,,3.12,46.04,,6.01,10.06,,,2.83,5.35,7.99,,,-0.11
IE00BGYWT510,4.01,7.13,7.58,,,3.12,46.04,,6.01,10.06,,,2.83,5.35,7.99,,,-0.11
IE00BH04FZ00,3.03,8.45,6.39,,,2.85,51.97,0.01,5.2,9.13,,,2.41,3.54,6.44,,,0.58
IE00BH04GL39,,,,,,,,99.55,,,,,,,,,,0.45
IE00BH04GM46,,,,,,,,99.55,,,,,,,,,,0.45
IE00BH04GW44,,,,,,,,99.09,,,,,,,,,,0.91
IE00BH361H73,2.6495,7.6043,13.1777,,,13.2605,11.3829,,19.7266,14.6079,,,10.227,2.3128,4.7979,,,0.253
IE00BH3X8336,,,,,,,,100.0,,,,,,,,,,
IE00BH3YZ803,4.4,14.3,3.6,,,5.6,18.6,,10.7,17.1,7.0,,13.4,3.2,2.0,0.01,,
IE00BH4G7D40,2.71,7.49,4.59,,,,47.73,0.1,10.65,5.38,,,12.85,6.26,2.18,,,0.11
IE00BH4GPZ28,2.155,5.1467,5.3811,,,3.0865,13.9399,,11.2812,10.403,2.1924,,34.9181,10.5207,0.9752,,,
IE00BH4GR342,,,,,,,99.76,,,0.18,,,,,0.01,,,0.05
IE00BHJYDT11,0.22,0.66,1.47,,,10.8,54.75,,0.21,0.28,,,,5.8,23.56,,,2.25
IE00BHJYDV33,16.81,19.26,,,,,8.11,,3.73,29.35,4.52,,11.91,6.19,,0.11,,
IE00BHXMHK04,2.34,4.93,5.95,,,2.83,15.13,,11.21,9.39,,,46.0,0.61,1.39,,,0.22
IE00BHXMHL11,2.34,4.93,5.95,,,2.83,15.13,,11.21,9.39,,,46.0,0.61,1.39,,,0.22
IE00BHXMHN35,2.34,4.93,5.95,,,2.83,15.13,,11.21,9.39,,,46.0,0.61,1.39,,,0.22
IE00BHXMHQ65,2.34,4.93,5.95,,,2.83,15.13,,11.21,9.39,,,46.0,0.61,1.39,,,0.22
IE00BHXMHR72,2.34,4.93,5.95,,,2.83,15.13,,11.21,9.39,,,46.0,0.61,1.39,,,0.22
IE00BHZPHZ28,3.2246,7.1292,4.5504,,,3.2098,28.4047,,5.83,20.0977,1.2789,,15.9409,3.151,6.6706,0.512,,
IE00BHZPJ015,3.2246,7.1292,4.5504,,,3.2098,28.4047,,5.83,20.0977,1.2789,,15.9409,3.151,6.6706,0.512,,
IE00BHZPJ122,5.7282,6.9046,2.4108,,,3.1617,19.56,,2.5889,6.7153,1.4836,,43.0515,6.0673,1.925,0.4032,,
IE00BHZPJ239,5.7282,6.9046,2.4108,,,3.1617,19.56,,2.5889,6.7153,1.4836,,43.0515,6.0673,1.925,0.4032,,
IE00BHZPJ346,1.895,10.8759,1.2259,,,0.2017,23.8983,,8.3007,21.7941,4.5616,,20.1116,6.6717,0.1286,0.335,,
IE00BHZPJ452,1.895,10.8759,1.2259,,,0.2017,23.8983,,8.3007,21.7941,4.5616,,20.1116,6.6717,0.1286,0.335,,
IE00BHZPJ569,3.3089,8.4741,3.9703,,,4.0203,17.5414,,9.3174,10.6397,1.7645,,30.3014,8.1548,2.2562,0.2509,,
IE00BHZPJ676,4.9426,5.9103,7.3535,,,3.6356,27.3928,,12.5855,18.8268,1.1516,,9.1586,3.2475,4.929,0.8662,,
IE00BHZPJ783,4.9426,5.9103,7.3535,,,3.6356,27.3928,,12.5855,18.8268,1.1516,,9.1586,3.2475,4.929,0.8662,,
IE00BHZPJ890,1.9907,8.8715,4.0323,,,2.8712,12.2222,,9.1573,8.3063,1.908,,38.2582,10.0449,2.0621,0.2755,,
IE00BHZPJ908,1.9907,8.8715,4.0323,,,2.8712,12.2222,,9.1573,8.3063,1.908,,38.2582,10.0449,2.0621,0.2755,,
IE00BHZRQY00,15.12,4.41,5.91,,,17.54,30.44,,1.43,7.6,,,0.67,1.79,15.1,,,
IE00BHZRQZ17,10.03,10.99,6.01,,,8.33,29.37,,7.19,11.53,,,7.82,4.37,4.34,,,
IE00BHZRR030,2.58,5.73,2.52,,,0.58,15.69,,2.97,14.78,,,54.53,0.25,0.37,,,
IE00BHZRR147,5.31,11.59,16.04,,,3.37,21.96,,5.61,8.55,,,25.39,0.26,1.91,,,0.01
IE00BHZRR253,,1.71,0.35,,,,23.92,45.65,,7.29,,,,1.54,19.36,,,0.18
IE00BJ06C044,2.58,5.56,9.3,,,2.07,14.32,,8.85,8.01,,,44.49,0.84,2.17,,,1.81
IE00BJ06C481,1.01,6.23,2.42,,,5.06,43.55,,11.93,2.4,,,13.85,6.92,6.62,,,0.01
IE00BJ06C937,0.79,,,,,4.38,2.98,89.83,,0.88,,,,,0.4,,,0.74
IE00BJ0KDQ92,3.3528,8.5305,4.8448,,,4.1876,16.4628,,9.0507,10.9479,1.5749,,30.1516,8.1043,2.4039,,,0.3883
IE00BJ0KDR00,1.7995,8.9521,4.39,,,3.6661,11.9817,,9.2324,8.4638,1.6845,,37.7953,9.8002,1.9803,,,0.2542
IE00BJ38QD84,4.0186,11.1938,1.6326,,,6.8514,19.003,,20.0589,15.6432,5.9759,,10.7746,1.7159,3.0924,,,0.0398
IE00BJ5CNR11,1.76,9.16,9.75,,,,18.11,,14.17,9.61,,,35.46,1.16,0.39,,,0.43
IE00BJ5JNY98,0.13,,0.03,,,,0.16,0.16,,0.74,,,98.65,,,,,0.13
IE00BJ5JNZ06,,0.26,0.57,,,,0.03,,98.73,0.04,,,,,,,,0.37
IE00BJ5JP097,,,,,,,97.24,,,0.83,,,1.61,,,,,0.32
IE00BJ5JP105,,,,,,80.75,0.65,0.07,,,,,,,,,,18.53
IE00BJ5JP212,,58.9,34.91,,,,,,,2.47,,,3.47,,,,,0.26
IE00BJ5JP329,2.68,3.19,93.6,,,,,,,,,,,,,,,0.53
IE00BJ5JP436,,10.75,0.53,,,,,,,3.4,,,63.21,21.81,,,,0.3
IE00BJ5JP659,3.22,0.68,2.16,,,,2.45,,,86.17,,,4.19,,0.54,,,0.59
IE00BJ5JP766,97.56,,,,,1.61,,,,0.13,,,,,,,,0.7
IE00BJ5JPG56,6.0774,22.5628,2.7876,,,3.7218,20.8325,,5.6851,5.66,1.4727,,11.6217,17.4144,1.8495,0.3145,,
IE00BJ5JPH63,1.7,,,,,5.06,4.24,88.21,,0.47,,,,,0.77,,,
IE00BJ5JPJ87,14.418,1.763,1.9255,,,14.7166,47.0929,,1.7531,,1.6417,,1.3335,10.0622,5.091,0.2025,,
IE00BJFN5P63,,,,,,,,98.51,,,,,,,,,,1.49
IE00BJGWQN72,,1.73,,,,,11.03,,1.38,2.47,,,83.39,,,,,
IE00BJJYYX67,,,,,,,,98.51,,,,,,,,,,1.49
IE00BJK3WF00,,,,,,,,34.95,,,,,,,,,,65.05
IE00BJK55B31,9.21,23.17,3.85,,,0.08,19.11,1.14,8.83,18.62,,,7.63,5.58,2.73,,,0.06
IE00BJK55C48,7.94,18.29,2.57,,,,21.25,1.44,3.69,17.77,,,3.07,19.06,4.54,,,0.39
IE00BJK9H753,2.0,4.95,9.51,,,2.36,13.88,,8.8,9.01,,,44.79,0.85,2.11,,,1.74
IE00BJK9H860,2.0,4.95,9.51,,,2.36,13.88,,8.8,9.01,,,44.79,0.85,2.11,,,1.74
IE00BJK9HD13,,,,,,,,99.81,,,,,,,,,,0.19
IE00BJK9HH50,,,,,,,,99.71,,,,,,,,,,0.29
IE00BJL36X53,0.39,,,,,,18.38,76.81,,1.36,,,,,0.61,,,2.45
IE00BJLKK341,4.9865,7.758,5.7925,,,,27.2074,,4.8419,20.1058,1.2178,,16.5554,3.7115,7.3253,0.4979,,
IE00BJP26C72,0.64,8.17,4.37,,,,59.14,2.6,7.82,4.97,,,10.09,1.6,0.55,,,0.05
IE00BJP26D89,4.38,6.04,4.99,,,,58.56,1.58,6.1,7.94,,,3.93,4.71,1.36,,,0.43
IE00BJP26F04,,1.37,1.26,,,,84.26,6.05,0.57,1.68,,,,2.12,2.68,,,0.02
IE00BJQRDK83,3.57,7.6,4.58,,,2.76,19.64,,9.27,9.58,1.78,,33.12,6.0,2.07,0.01,,
IE00BJQRDL90,4.75,5.18,9.21,,,3.75,31.06,,12.5,13.56,0.69,,10.5,2.98,5.84,,,
IE00BJQRDM08,2.44,8.49,4.18,,,2.47,13.91,,10.22,8.05,2.14,,39.59,7.15,1.28,0.08,,
IE00BJQRDN15,5.37,7.39,1.71,,,,22.36,,7.49,14.65,0.52,,30.24,10.0,0.33,-0.06,,
IE00BJQRDP39,5.37,7.39,1.71,,,,22.36,,7.49,14.65,0.52,,30.24,10.0,0.33,-0.06,,
IE00BJQTJ848,,,,,,,,,98.88,,,,,,,,,1.12
IE00BJRCLL96,8.31,6.52,10.86,,,7.79,20.16,,13.25,9.62,,,9.72,3.63,9.16,,,0.98
IE00BJSBC011,,,,,,,,99.79,,,,,,,,,,0.21
IE00BJSBCS90,,,,,,,,99.79,,,,,,,,,,0.21
IE00BJSFQW37,2.5389,8.1317,13.1183,,,5.7999,35.3674,0.4766,,8.0305,2.5864,,7.3504,7.0029,9.6254,-0.0288,,
IE00BJSFR200,5.9792,18.7824,12.1328,,,7.0836,10.3493,0.6113,,12.8653,1.7649,,7.7457,15.854,4.363,2.4682,,
IE00BJXFZ989,4.1,5.65,8.39,,,3.41,18.94,0.09,8.27,10.44,,,35.57,1.42,2.41,,,1.32
IE00BJXRT698,,,,,,,,99.9681,,,,,,,,0.0319,,
IE00BJXRT813,3.3319,8.6786,4.6812,,,4.1075,16.655,,8.6254,11.1781,1.5141,,30.1804,8.7193,2.3285,,,
IE00BJXRZJ40,,,,,,,,,,1.36,,,98.64,,,,,
IE00BJXT3B87,2.33,11.33,5.94,,,,15.48,,9.95,10.62,,,42.13,1.31,0.67,,,0.25
IE00BJXT3C94,2.33,11.33,5.94,,,,15.48,,9.95,10.62,,,42.13,1.31,0.67,,,0.25
IE00BJXT3G33,2.33,11.33,5.94,,,,15.48,,9.95,10.62,,,42.13,1.31,0.67,,,0.25
IE00BJXT3H40,2.33,11.33,5.94,,,,15.48,,9.95,10.62,,,42.13,1.31,0.67,,,0.25
IE00BJXT3L85,2.33,11.33,5.94,,,,15.48,,9.95,10.62,,,42.13,1.31,0.67,,,0.25
IE00BJZ2DC62,1.8042,9.6167,2.2862,,,1.9133,12.8021,,9.9137,7.7559,1.8063,,40.576,10.3762,1.114,,,0.0355
IE00BJZ2DD79,4.4592,8.7852,1.9286,,,6.8882,19.5636,,19.9595,13.9525,5.6985,,12.9191,2.4085,2.7703,,,0.6669
IE00BK0TB144,2.5389,8.1317,13.1183,,,5.7999,35.3674,0.4766,,15.7088,2.5864,,7.3504,7.0029,1.947,-0.0288,,
IE00BK1PV445,1.7995,8.9521,4.39,,,3.6661,11.9817,,9.2324,8.4638,1.6845,,37.7953,9.8002,1.9803,,,0.2542
IE00BK1PV551,3.3528,8.5305,4.8448,,,4.1876,16.4628,,9.0507,10.9479,1.5749,,30.1516,8.1043,2.4039,,,0.3883
IE00BK4W7N32,2.71,7.49,4.59,,,,47.73,0.1,10.65,5.38,,,12.85,6.26,2.18,,,0.11
IE00BK5BC677,,,2.43,,,,,,94.57,2.91,,,,,,,,0.09
IE00BK5BC891,19.59,,1.93,,,,,,2.08,57.11,,,3.14,,15.68,,,0.48
IE00BK5BCD43,,3.67,6.48,,,,7.82,,6.64,1.85,,,70.6,1.1,,,,1.84
IE00BK5BCH80,,2.63,,,,,,,,62.63,,,10.2,,24.47,,,0.08
IE00BK5BQT80,4.19,5.68,8.54,,,3.36,18.82,,7.97,10.45,,,35.46,1.36,2.44,,,1.73
IE00BK5BQV03,3.75,5.59,8.54,,,3.2,18.08,,8.4,10.79,,,35.1,1.21,2.4,,,2.96
IE00BK5BQW10,2.59,5.07,9.07,,,3.05,15.27,,8.42,8.75,,,42.54,0.8,2.08,,,2.36
IE00BK5BQX27,6.21,6.15,8.7,,,5.58,26.59,,11.97,17.7,,,9.08,2.03,4.54,,,1.45
IE00BK5BQY34,6.4,7.05,6.86,,,3.34,26.7,,12.02,19.5,,,10.71,2.23,4.59,,,0.6
IE00BK5BQZ41,8.9,5.01,3.1,,,1.85,29.74,,2.88,8.37,,,34.19,0.98,1.72,,,3.26
IE00BK5BR626,5.65,6.26,9.27,,,7.48,30.75,,10.81,10.7,,,8.1,2.58,5.16,,,3.24
IE00BK5BR733,7.84,5.97,7.64,,,4.27,23.07,,3.23,6.34,,,34.56,2.5,2.71,,,1.88
IE00BK5BZQ82,,,,,,,,,,,,,,,,,,
IE00BK5BZS07,,,,,,,,,,,,,,,,,,
IE00BK5BZT14,,,,,,,,,,,,,,,,,,
IE00BK5BZV36,,,,,,,,,,,,,,,,,,
IE00BK5BZX59,,,,,,,,,,,,,,,,,,
IE00BK5C1B80,,,,,,,,,,,,,,,,,,
IE00BK5H8015,1.8075,5.7541,8.0861,,,0.5325,29.4687,,18.8924,14.774,0.8313,,14.8287,4.5,0.5248,,,
IE00BK5LYT47,2.0,9.1,4.6,,,3.4,12.4,,9.4,9.0,1.8,,36.6,9.5,2.1,0.01,,
IE00BK63RN45,,,,,,,71.7,,,,10.4,,,17.9,,,,
IE00BK6M1392,6.3029,16.0781,13.3052,,,9.1474,11.78,0.119,,15.3009,3.4078,,8.62,15.3328,,0.606,,
IE00BK6NC407,2.8544,9.7423,13.7154,,,3.027,39.6825,,,14.8249,2.7909,,3.7009,6.7278,3.1014,-0.1673,,
IE00BK6NC514,8.105,23.5557,13.5084,,,1.2639,7.3176,1.1088,,20.6114,0.4183,,6.6186,15.7297,0.8009,0.9617,,
IE00BK6Q9938,,,,,,,,99.71,,,,,,,,,,0.29
IE00BK72HH44,3.67,10.6,6.22,,,,20.05,,9.28,12.13,,,34.83,1.67,0.85,,,0.71
IE00BK72HJ67,3.67,10.6,6.22,,,,20.05,,9.28,12.13,,,34.83,1.67,0.85,,,0.71
IE00BK72HM96,3.67,10.6,6.22,,,,20.05,,9.28,12.13,,,34.83,1.67,0.85,,,0.71
IE00BK72HN04,3.67,10.6,6.22,,,,20.05,,9.28,12.13,,,34.83,1.67,0.85,,,0.71
IE00BK72HT65,3.67,10.6,6.22,,,,20.05,,9.28,12.13,,,34.83,1.67,0.85,,,0.71
IE00BK7Y2P34,,,,,,,,99.8228,,,,,,,,0.1772,,
IE00BK7Y2Q41,1.6847,7.5008,17.0408,,,8.1594,28.798,0.0945,,10.3335,0.87,,13.416,11.0145,0.3636,0.7242,,
IE00BK80XL30,8.97,15.24,4.4,,,3.61,20.29,,5.11,10.46,1.11,,17.9,10.57,2.33,0.02,,
IE00BK8JH525,,,,,,,,99.1541,,,,,,,,0.8459,,
IE00BK95B138,,,,,,,,99.8377,,,,,,,,0.1623,,
IE00BK9YKZ79,0.04,2.98,2.71,,,3.78,46.61,7.8,2.5,9.05,,,1.45,2.31,7.38,,,18.24
IE00BKBF6616,4.0246,7.7788,5.2664,,,4.0654,27.3784,,5.7437,19.3725,0.547,,15.5821,3.3432,6.5875,0.3104,,
IE00BKBF6H24,3.343,8.5681,4.8506,,,4.2129,16.4964,,9.0497,10.9708,1.5654,,30.1364,8.1248,2.3904,0.2914,,
IE00BKC94M46,0.58,1.1,1.02,,,1.55,18.45,58.68,1.14,5.38,,,1.46,1.07,2.38,,,7.2
IE00BKF09C98,9.21,23.17,3.85,,,0.08,19.11,1.14,8.83,18.62,,,7.63,5.58,2.73,,,0.06
IE00BKFB6K94,12.5,3.07,8.02,,,2.9,19.18,,4.14,16.21,,,30.26,0.29,3.43,,,
IE00BKFB6L02,,,,,,,,,,,,,,,,,,
IE00BKKCKJ46,8.27,20.82,0.4,,,9.99,19.42,,5.64,18.56,,,6.43,4.62,2.72,,,3.13
IE00BKKKWJ26,2.71,7.49,4.59,,,,47.73,0.1,10.65,5.38,,,12.85,6.26,2.18,,,0.11
IE00BKLC5874,7.94,18.29,2.57,,,,21.25,1.44,3.69,17.77,,,3.07,19.06,4.54,,,0.39
IE00BKLF1R75,30.7,5.45,3.18,,,8.5,,,,41.76,,,5.11,,1.26,,,4.05
IE00BKLTRN76,4.37,6.45,9.49,,,5.4,22.0,,12.43,19.84,,,9.86,3.37,6.68,,,0.11
IE00BKLWY790,1.61,6.01,6.55,,,,13.74,,10.48,8.32,,,51.63,0.73,0.07,,,0.86
IE00BKM4GZ66,6.5301,7.7079,2.853,,,3.1887,18.7186,,3.3283,7.7302,1.4731,,40.538,5.4086,1.9438,0.5795,,
IE00BKM4H197,0.21,33.14,37.45,,,0.12,0.01,,6.23,2.24,,,12.3,7.82,,,,0.49
IE00BKM4H312,0.3607,7.8,2.1216,,,3.4391,9.1569,,14.9165,9.9323,2.4688,,41.9832,6.0391,1.5431,0.2388,,
IE00BKP5L409,,,,,,,,,,,,98.5323,,,,1.4677,,
IE00BKP5L623,1.86,0.09,,,,3.3,5.77,86.93,,0.81,,,,,1.25,,,
IE00BKP5L730,1.86,0.09,,,,3.3,5.77,86.93,,0.81,,,,,1.25,,,
IE00BKPJY434,2.01,1.0,0.89,,,,,,5.06,5.95,,,83.63,,,,,1.47
IE00BKPJY541,2.01,1.0,0.89,,,,,,5.06,5.95,,,83.63,,,,,1.47
IE00BKPSFC54,0.8927,5.5812,4.506,,,3.3549,17.3458,,13.6077,11.0679,0.9049,,34.4666,5.3706,2.6112,0.2903,,
IE00BKPSFD61,,,,,,,,99.9317,,,,,,,,0.0684,,
IE00BKPSPT20,1.74,7.55,21.5,,,,33.31,,11.71,11.81,,,3.88,7.76,,,,0.74
IE00BKPT2R27,,,,,,,,,,,99.8205,,,,,0.1795,,
IE00BKPT2S34,,,,,,,,99.7919,,,,,,,,0.2081,,
IE00BKPT2T41,3.03,0.19,,,,5.14,9.66,79.33,,1.3,,,,,0.95,,,0.4
IE00BKPTXQ89,,,,,,91.64,,,,,,,,,,,,8.36
