isin,Basic Materials,Consumer Discretionary,Consumer Staples,Corporate,Covered,Energy,Financials,Government,Health Care,Industrials,Real Estate,Securitised,Technology,Telecommunication,Utilities,Liquidity,Supranational,Other
IE00BC7GZW19,3.63,7.78,5.44,,,3.3,53.14,,5.54,9.09,,,2.26,3.73,5.95,,,0.15
IE00BC7GZX26,1.72,5.45,4.72,,,3.91,52.62,,6.28,7.29,,,8.08,2.13,7.12,,,0.68
IE00BCBJF711,1.06,4.84,3.86,,,1.17,67.37,,1.33,5.39,,,1.2,4.88,8.36,,,0.54
IE00BCBJG560,8.7955,10.173,4.0222,,,5.2578,14.9064,,11.1594,19.1442,7.9105,,12.7503,3.2258,2.6526,,,
IE00BCHWNQ94,3.097,8.9368,3.8375,,,3.1251,17.3997,,9.7663,10.3468,1.6977,,31.2523,8.6288,1.7622,,,0.1497
IE00BCHWNS19,,,,,,99.8914,,,,,,,,,,,,0.1086
IE00BCHWNT26,,,,,,,99.7509,,,,0.2049,,,,,,,0.0442
IE00BCHWNV48,2.11,0.47,0.28,,,,1.07,,,92.63,,,0.65,,,,,2.79
IE00BCHWNW54,,,,,,,,,99.8317,,,,,,,,,0.1683
IE00BCLWRB83,1.5617,7.2625,16.3632,,,7.71,28.3472,0.1381,,5.8225,0.7851,,12.9143,10.8564,4.5944,3.6448,,
IE00BCLWRD08,5.9248,5.4631,6.1336,,,6.3592,26.6244,,7.3186,23.8447,2.0785,,3.2933,5.9632,6.4976,0.4991,,
IE00BCLWRF22,3.6364,8.2637,5.073,,,3.5845,27.5337,,5.4058,18.4374,0.2405,,18.159,2.7754,6.6268,0.2638,,
IE00BCLWRG39,3.7946,14.8318,3.6945,,,1.0479,19.8674,,5.3541,24.9125,1.826,,18.9485,7.6037,1.0703,-2.9514,,
IE00BCRY5Y77,1.516,9.2615,13.5531,,,5.5678,37.5353,0.1607,,7.0481,2.1964,,11.1109,5.4874,5.5082,1.0545,,
IE00BCRY6003,5.5969,19.9759,12.1571,,,8.6084,13.5006,0.0479,,11.4932,5.0431,,8.5317,10.7243,2.307,2.0138,,
IE00BCRY6227,1.272,13.3209,11.6508,,,4.4386,40.4975,0.0081,,7.3635,1.8975,,7.9595,4.2639,4.613,2.7147,,
IE00BCRY6557,2.9897,8.5319,11.4386,,,2.0733,43.1685,6.5922,,7.406,1.5675,,3.5409,5.7949,4.2415,2.6549,,
IE00BD0B9B76,3.5602,7.6901,8.6483,,,1.068,32.0167,,10.9062,5.8216,1.3599,,19.6265,3.6494,4.9375,0.7154,,
IE00BD0Q9673,24.83,33.33,5.15,,,,24.2,,3.39,9.1,,,,,,,,
IE00BD1F4K20,5.9467,9.2436,6.1934,,,2.2018,16.086,,12.0601,17.4042,5.3899,,14.8225,3.9349,6.3163,0.4004,,
IE00BD1F4L37,1.7429,9.0515,4.2826,,,3.4883,11.8432,,9.4053,8.6129,1.6352,,37.3897,10.3046,2.0373,0.2065,,
IE00BD1F4M44,1.8146,9.0077,4.4771,,,3.4416,11.4487,,8.0909,7.8461,1.4687,,40.4414,9.8806,1.7539,0.3287,,
IE00BD1F4N50,0.825,1.91,2.1229,,,9.3559,7.2164,,8.8945,13.6694,1.3078,,49.3209,4.8334,0.2909,0.2528,,
IE00BD26N851,6.23,17.73,2.13,,,7.23,16.46,1.8,3.91,15.83,,,7.56,4.85,4.22,,,12.05
IE00BD34DB16,2.12,5.23,9.38,,,2.31,13.84,,8.84,8.93,,,44.22,0.84,2.13,,,2.17
IE00BD34DK07,2.12,5.23,9.38,,,2.31,13.84,,8.84,8.93,,,44.22,0.84,2.13,,,2.17
IE00BD34DL14,2.12,5.23,9.38,,,2.31,13.84,,8.84,8.93,,,44.22,0.84,2.13,,,2.17
IE00BD3RYZ16,4.7287,4.799,2.6614,,,0.1347,25.1202,,6.318,41.8866,3.3587,,7.5801,2.8245,0.0142,0.5739,,
IE00BD3V0B10,,,,,,,99.7426,,,,,,,,,0.2574,,
IE00BD45KH83,6.5301,7.7079,2.853,,,3.1887,18.7186,,3.3283,7.7302,1.4731,,40.538,5.4086,1.9438,0.5795,,
IE00BD4DX952,,,,,,,,,,,,,,,,,,100.0
IE00BD4DXB77,,,,,,,,,,,,,,,,,,100.0
IE00BD4TXS21,2.19,5.19,9.41,,,2.39,13.67,,8.97,9.12,,,43.9,0.87,2.1,,,2.19
IE00BD4TXV59,3.72,5.57,8.95,,,3.37,18.38,,8.91,11.01,,,34.75,1.3,2.46,,,1.58
IE00BD4TXW66,2.12,5.23,9.38,,,2.31,13.84,,8.84,8.93,,,44.22,0.84,2.13,,,2.17
IE00BD4TY345,23.65,7.09,3.87,,,4.84,46.51,,4.87,5.67,,,1.32,0.93,0.89,,,0.37
IE00BD4TY451,23.65,7.09,3.87,,,4.84,46.51,,4.87,5.67,,,1.32,0.93,0.89,,,0.37
IE00BD4TYF66,2.19,5.19,9.41,,,2.39,13.67,,8.97,9.12,,,43.9,0.87,2.1,,,2.19
IE00BD4TYG73,2.19,5.19,9.41,,,2.39,13.67,,8.97,9.12,,,43.9,0.87,2.1,,,2.19
IE00BD4TYL27,2.19,5.19,9.41,,,2.39,13.67,,8.97,9.12,,,43.9,0.87,2.1,,,2.19
IE00BD5FCF91,7.9193,6.3504,12.2587,,,10.4917,30.4538,,10.3318,12.2346,1.9971,,2.4234,1.3646,4.1746,,,
IE00BD5HBQ97,,,,,,,,,,,,,,,,,,
IE00BD5HBR05,,,,,,,,,,,,,,,,,,
IE00BD5HBS12,,,,,,,,,,,,,,,,,,
IE00BD6FTQ80,,,,,,,,,,,,,,,,,,
IE00BD6GCF16,3.24,7.53,18.94,,,7.15,40.98,,2.6,5.43,,,6.48,5.18,1.81,,,0.66
IE00BD6RZT93,1.53,8.57,13.49,,,2.48,28.78,,15.1,7.3,,,5.33,7.07,4.63,,,5.72
IE00BD6RZW23,1.53,8.57,13.49,,,2.48,28.78,,15.1,7.3,,,5.33,7.07,4.63,,,5.72
IE00BD6RZZ53,1.53,8.57,13.49,,,2.48,28.78,,15.1,7.3,,,5.33,7.07,4.63,,,5.72
IE00BD842Y21,1.91,5.23,6.12,,,11.01,49.75,,4.63,6.22,,,4.1,7.13,3.3,,,0.6
IE00BD8D5G25,,,,,,,,,,,,,,,,,,
IE00BD8D5H32,,,,,,,,,,,,,,,,,,
IE00BD8PGZ49,,,,,,,,99.9577,,,,,,,,0.0422,,
IE00BD8PH067,,,,99.9577,,,,,,,,,,,,0.0422,,
IE00BD8PH174,,,,,,,,99.7919,,,,,,,,0.2081,,
IE00BD93YH54,2.1485,6.2143,8.95,,,9.0548,14.6748,,13.6532,5.8867,0.1273,,32.4044,5.7833,0.9018,0.201,,
IE00BD9MMC32,,,,,,,,99.95,,,,,,,,,,0.05
IE00BD9MMD49,,,,,,,,99.68,,,,,,,,,,0.32
IE00BD9MMF62,0.51,4.49,1.49,,,,50.48,3.68,0.77,1.42,,,0.51,0.45,,,,36.22
IE00BD9MMG79,,5.52,2.19,,,,64.81,4.92,,2.85,,,1.4,0.35,0.64,,,17.32
IE00BD9N0445,5.72,12.94,14.4,,,7.95,31.14,,2.19,16.22,,,4.54,3.32,1.33,,,0.25
IE00BDB7J586,1.3519,5.0282,9.3279,,,4.0765,13.1857,,14.2003,6.231,2.675,,32.1914,5.0572,6.6329,,,0.042
IE00BDBRDM35,0.4541,1.5567,2.2978,,2.2015,0.9863,6.5917,65.542,,1.4605,0.4303,9.3537,1.3667,1.2677,1.6225,2.5049,2.8148,
IE00BDBRT036,7.45,15.01,0.38,,,0.18,2.05,,,34.07,,,34.43,,6.26,,,0.17
IE00BDD48R20,1.87,6.25,5.16,,,3.73,51.82,0.48,5.06,7.86,,,6.29,2.26,6.72,,,2.51
IE00BDD48S37,3.03,8.45,6.39,,,2.85,51.97,0.01,5.2,9.13,,,2.41,3.54,6.44,,,0.58
IE00BDDRDW15,1.86,0.09,,,,3.3,5.77,86.93,,0.81,,,,,1.25,,,
IE00BDDRDY39,0.79,,,,,4.38,2.98,89.83,,0.88,,,,,0.4,,,0.74
IE00BDDRF478,,13.36,,,,,,,,0.96,,,62.3,23.07,,,,0.31
IE00BDDRF700,0.74,6.81,2.42,,,,10.1,,10.28,14.5,,,54.91,,,,,0.25
IE00BDF12W49,6.14,5.15,8.9,,,10.48,31.43,,1.36,8.6,,,18.27,4.16,4.37,,,1.14
IE00BDF16007,6.25,3.72,1.59,,,11.48,27.58,,2.4,14.6,,,1.04,5.89,14.75,,,10.71
IE00BDF16114,11.02,13.09,5.02,,,6.77,18.96,,5.06,26.66,,,6.67,1.8,3.27,,,1.68
IE00BDFBTQ78,91.51,,,,,7.53,,,,0.47,,,,,,,,0.49
IE00BDFC6G93,0.79,,,,,4.38,2.98,89.83,,0.88,,,,,0.4,,,0.74
IE00BDFC6Q91,0.97,5.15,2.04,,,0.82,49.6,4.2,2.52,3.51,,,2.59,0.77,2.01,,,25.83
IE00BDFGJ627,0.2637,8.9067,3.4619,,,0.6639,52.6692,7.0013,,3.0033,0.2532,,1.4345,1.4304,0.9675,0.3568,19.5877,
IE00BDFJYM28,0.66,1.46,1.54,,,1.67,10.21,54.92,2.06,1.91,,,2.44,1.38,2.48,,,19.28
IE00BDFJYP58,12.2393,19.4267,11.3688,,,4.2053,16.5969,,,8.91,3.9773,,3.2594,15.0344,3.3772,1.6048,,
IE00BDFK1573,,,,,,,,99.8805,,,,,,,,0.1195,,
IE00BDFL4P12,,,,,,,,,,,,,,,,,,
IE00BDGN9Z19,4.3208,7.2984,5.0268,,,3.8381,28.4378,,5.3188,18.5036,0.5972,,16.6045,3.57,6.4524,,,0.0315
IE00BDGV0308,4.17,5.79,8.63,,,3.55,20.93,,13.51,13.35,,,21.49,1.71,3.72,,,3.15
IE00BDGV0415,4.17,5.79,8.63,,,3.55,20.93,,13.51,13.35,,,21.49,1.71,3.72,,,3.15
IE00BDGV0746,4.17,5.79,8.63,,,3.55,20.93,,13.51,13.35,,,21.49,1.71,3.72,,,3.15
IE00BDGV0C91,4.17,5.79,8.63,,,3.55,20.93,,13.51,13.35,,,21.49,1.71,3.72,,,3.15
IE00BDQYWQ65,,,,,,,,99.8832,,,,,,,,0.1168,,
IE00BDQZ5152,1.8361,6.7932,11.0478,,,5.2067,30.9326,7.184,,6.1664,2.9669,,9.0046,5.103,7.4065,-0.3524,6.7045,
IE00BDQZMX67,3.53,5.34,7.72,,,2.07,21.24,,8.53,9.13,,,38.37,1.52,1.47,,,1.1
IE00BDQZN113,3.53,5.34,7.72,,,2.07,21.24,,8.53,9.13,,,38.37,1.52,1.47,,,1.1
IE00BDQZN337,3.53,5.34,7.72,,,2.07,21.24,,8.53,9.13,,,38.37,1.52,1.47,,,1.1
IE00BDQZN550,3.53,5.34,7.72,,,2.07,21.24,,8.53,9.13,,,38.37,1.52,1.47,,,1.1
IE00BDQZN667,3.53,5.34,7.72,,,2.07,21.24,,8.53,9.13,,,38.37,1.52,1.47,,,1.1
IE00BDQZN774,3.53,5.34,7.72,,,2.07,21.24,,8.53,9.13,,,38.37,1.52,1.47,,,1.1
IE00BDR55364,3.35,10.73,6.51,,,,20.19,,8.52,11.04,,,36.01,2.09,0.9,,,0.66
IE00BDR55471,3.35,10.73,6.51,,,,20.19,,8.52,11.04,,,36.01,2.09,0.9,,,0.66
IE00BDR55703,3.35,10.73,6.51,,,,20.19,,8.52,11.04,,,36.01,2.09,0.9,,,0.66
IE00BDR55927,3.35,10.73,6.51,,,,20.19,,8.52,11.04,,,36.01,2.09,0.9,,,0.66
IE00BDR55B48,3.35,10.73,6.51,,,,20.19,,8.52,11.04,,,36.01,2.09,0.9,,,0.66
IE00BDR55D61,3.35,10.73,6.51,,,,20.19,,8.52,11.04,,,36.01,2.09,0.9,,,0.66
IE00BDR55F85,3.35,10.73,6.51,,,,20.19,,8.52,11.04,,,36.01,2.09,0.9,,,0.66
IE00BDR5GT91,4.61,11.32,12.44,,,1.13,33.6,,13.27,7.07,,,5.31,3.27,7.66,,,0.32
IE00BDR5GV14,4.61,11.32,12.44,,,1.13,33.6,,13.27,7.07,,,5.31,3.27,7.66,,,0.32
IE00BDR5GY45,4.61,11.32,12.44,,,1.13,33.6,,13.27,7.07,,,5.31,3.27,7.66,,,0.32
IE00BDR5H073,4.61,11.32,12.44,,,1.13,33.6,,13.27,7.07,,,5.31,3.27,7.66,,,0.32
IE00BDR5H297,4.61,11.32,12.44,,,1.13,33.6,,13.27,7.07,,,5.31,3.27,7.66,,,0.32
IE00BDR5H305,4.61,11.32,12.44,,,1.13,33.6,,13.27,7.07,,,5.31,3.27,7.66,,,0.32
IE00BDR5H412,4.61,11.32,12.44,,,1.13,33.6,,13.27,7.07,,,5.31,3.27,7.66,,,0.32
IE00BDR5HM97,8.27,15.75,2.61,,,10.96,19.6,,4.79,18.19,,,7.69,6.61,5.4,,,0.14
IE00BDR5HN05,8.27,15.75,2.61,,,10.96,19.6,,4.79,18.19,,,7.69,6.61,5.4,,,0.14
IE00BDS67326,,,,,,,,99.96,,,,,,,,,,0.04
IE00BDT6FP91,7.1014,9.1611,0.5509,,,2.5203,5.8463,,5.2584,19.7266,2.6373,,34.7766,4.1164,6.3829,1.5212,,0.4006
IE00BDT6FR16,7.1014,9.1611,0.5509,,,2.5203,5.8463,,5.2584,19.7266,2.6373,,34.7766,4.1164,6.3829,1.5212,,0.4006
IE00BDT6FS23,7.1014,9.1611,0.5509,,,2.5203,5.8463,,5.2584,19.7266,2.6373,,34.7766,4.1164,6.3829,1.5212,,0.4006
IE00BDT6FT30,7.1014,9.1611,0.5509,,,2.5203,5.8463,,5.2584,19.7266,2.6373,,34.7766,4.1164,6.3829,1.5212,,0.4006
IE00BDT8TZ34,0.11,1.72,,,,0.34,79.52,,,0.73,,,0.28,5.89,11.26,,,0.15
IE00BDT8V027,0.11,1.72,,,,0.34,79.52,,,0.73,,,0.28,5.89,11.26,,,0.15
IE00BDVJF675,0.11,1.72,,,,0.34,79.52,,,0.73,,,0.28,5.89,11.26,,,0.15
IE00BDVPNG13,,0.95,3.15,,,,2.05,,3.09,5.71,,,84.3,0.75,,,,
IE00BDVPNS35,,,,,,,,,,,,,,,,,,
IE00BDVPNV63,,,,,,,,,,,,,,,,,,
IE00BDVPTJ63,,,,,,,99.9686,,,,,,,,,,,0.0314
IE00BDZCKK11,5.37,5.23,2.55,,,16.21,13.6,,5.26,19.2,0.18,,28.46,3.66,0.27,0.01,,
IE00BDZVH859,,,,99.9021,,,,,,,,,,,,0.098,,
IE00BDZVH966,,,,,,,,99.9021,,,,,,,,0.098,,
IE00BDZVHD04,,0.0273,,,,,,,0.2876,,99.0797,,0.0249,,,0.5805,,
IE00BDZVHG35,,,,,,,,,99.8134,,,,,,,0.1865,,
IE00BDZZTM54,3.7317,9.6521,5.6711,,,,17.5579,,9.2944,12.3426,1.8154,,29.7052,8.3927,1.5263,0.3107,,
IE00BF0BCP69,,,,,,,,,,,,,,,,,,
IE00BF0H7608,,,,,,,,,97.14,1.79,,,,,,,,1.07
IE00BF0M2Z96,21.38,18.32,3.11,,,,,,,48.78,,,8.27,,,,,0.14
IE00BF0M6N54,,8.92,24.94,,,,12.71,,,38.64,,,14.29,,,,,0.52
IE00BF0V4615,,,,,,,,,,,,,,,,,,
IE00BF11F458,0.2637,8.9067,3.4619,,,0.6639,52.6692,7.0013,,3.0033,0.2532,,1.4345,1.4304,0.9675,0.3568,19.5877,
IE00BF11F565,2.8544,9.7423,13.7154,,,3.027,39.6825,,,9.3092,2.7909,,3.7009,6.7278,8.6171,-0.1673,,
IE00BF16M727,,,,,,,,,,2.39,,,97.43,,,,,0.18
IE00BF1B7272,3.7153,8.4399,4.5736,,,4.1259,16.8879,,8.2965,10.4386,1.5004,,31.8012,7.8722,2.3483,,,
IE00BF1B7389,3.7153,8.4399,4.5736,,,4.1259,16.8879,,8.2965,10.4386,1.5004,,31.8012,7.8722,2.3483,,,
IE00BF1QPH33,0.58,1.1,1.02,,,1.55,18.45,58.68,1.14,5.38,,,1.46,1.07,2.38,,,7.2
IE00BF1QPJ56,0.58,1.1,1.02,,,1.55,18.45,58.68,1.14,5.38,,,1.46,1.07,2.38,,,7.2
IE00BF1QPK61,0.58,1.1,1.02,,,1.55,18.45,58.68,1.14,5.38,,,1.46,1.07,2.38,,,7.2
IE00BF1QPL78,0.58,1.1,1.02,,,1.55,18.45,58.68,1.14,5.38,,,1.46,1.07,2.38,,,7.2
IE00BF20LF40,6.2107,6.6888,7.1746,,,4.2438,23.0447,,8.6471,25.4878,2.5626,,3.653,6.2816,5.4259,0.5797,,
IE00BF2B0K52,8.31,6.72,12.86,,,12.8,24.16,,2.59,8.95,,,13.55,7.79,2.27,,,
IE00BF2B0L69,6.29,,4.98,,,6.42,51.08,,9.61,6.21,,,0.65,14.07,0.69,,,
IE00BF2B0M76,4.73,6.87,11.01,,,10.16,24.45,,11.62,12.79,,,12.51,3.65,0.34,,,1.87
IE00BF2B0P08,3.02,4.68,8.14,,,0.97,12.58,,10.84,8.59,,,45.82,1.3,2.06,,,2.0
IE00BF2FL590,11.04,7.45,6.18,,,10.75,17.49,,6.01,25.16,,,5.1,2.98,7.46,,,0.38
IE00BF2FN646,,,,,,,,100.0,,,,,,,,,,
IE00BF2FN752,,,,,,,,100.0,,,,,,,,,,
IE00BF2FN869,,,,,,,,100.0,,,,,,,,,,
IE00BF2FNB90,,,,,,,,100.0,,,,,,,,,,
IE00BF2FNF39,,,,,,,,100.0,,,,,,,,,,
IE00BF2FNG46,,,,,,,,100.0,,,,,,,,,,
IE00BF2FNH52,,,,,,,,100.0,,,,,,,,,,
IE00BF2FNJ76,,,,,,,,100.0,,,,,,,,,,
IE00BF2FNL98,,,,,,,,100.0,,,,,,,,,,
IE00BF2FNQ44,,,,,,,,100.0,,,,,,,,,,
IE00BF2FNR50,,,,,,,,100.0,,,,,,,,,,
IE00BF2FPB31,,,,,,,,100.0,,,,,,,,,,
IE00BF2GC043,,,,,,,,100.0,,,,,,,,,,
IE00BF2GFH28,,,,,,,,100.0,,,,,,,,,,
IE00BF2GFJ42,,,,,,,,100.0,,,,,,,,,,
IE00BF2GFK56,,,,,,,,100.0,,,,,,,,,,
IE00BF2GFM70,,,,,,,,100.0,,,,,,,,,,
IE00BF2GFQ19,,,,,,,,100.0,,,,,,,,,,
IE00BF2QSQ20,1.7429,9.0515,4.2826,,,3.4883,11.8432,,9.4053,8.6129,1.6352,,37.3897,10.3046,2.0373,0.2065,,
IE00BF3N6Y61,1.6847,7.5008,17.0408,,,8.1594,28.798,0.0945,,6.1521,0.87,,13.416,11.0145,4.545,0.7242,,
IE00BF3N6Z78,2.5389,8.1317,13.1183,,,5.7999,35.3674,0.4766,,8.0305,2.5864,,7.3504,7.0029,9.6254,-0.0288,,
IE00BF3N7094,8.105,23.5557,13.5084,,,1.2639,7.3176,1.1088,,18.2159,0.4183,,6.6186,15.7297,3.1965,0.9617,,
IE00BF3N7102,6.3029,16.0781,13.3052,,,9.1474,11.78,0.119,,10.5963,3.4078,,8.62,15.3328,4.7046,0.606,,
IE00BF3N7219,12.2393,19.4267,11.3688,,,4.2053,16.5969,,,8.91,3.9773,,3.2594,15.0344,3.3772,1.6048,,
IE00BF3NC260,8.105,23.5557,13.5084,,,1.2639,7.3176,1.1088,,18.2159,0.4183,,6.6186,15.7297,3.1965,0.9617,,
IE00BF4G6Y48,3.78,5.8,8.83,,,3.17,18.51,,8.81,10.33,,,34.92,1.36,2.58,,,1.92
IE00BF4G6Z54,5.94,6.32,5.68,,,3.62,23.08,,2.24,5.71,,,42.53,3.09,1.48,,,0.31
IE00BF4G7076,2.58,5.56,9.3,,,2.07,14.32,,8.85,8.01,,,44.49,0.84,2.17,,,1.81
IE00BF4G7183,5.48,6.04,8.55,,,5.07,25.83,,12.15,17.67,,,10.91,2.4,5.36,,,0.57
IE00BF4J0300,,,,,,,,,,,,,,,,,,
IE00BF4NQ904,12.75,3.32,8.46,,,2.96,19.73,,4.27,16.79,,,27.95,0.29,3.49,,,
IE00BF4RFH31,8.7552,10.1524,3.9979,,,5.2145,14.773,,11.1386,19.0179,7.8499,,12.7055,3.205,2.6359,0.554,,
IE00BF4TW453,,,,,,,,,,,,,,,,,,
IE00BF4TWC33,,,,,,,,,,,,,,,,,,
IE00BF4TWF63,,,,,,,,,,,,,,,,,,
IE00BF51K025,1.01,6.23,2.42,,,5.06,43.55,,11.93,2.4,,,13.85,6.92,6.62,,,0.01
IE00BF51K132,,,,,,,,100.0,,,,,,,,,,
IE00BF51K249,4.09,5.24,2.49,,,0.39,57.12,,6.15,8.81,,,3.45,5.61,6.67,,,
IE00BF540Y54,0.4541,1.5567,2.2978,,2.2015,0.9863,6.5917,65.542,,1.4605,0.4303,9.3537,1.3667,1.2677,1.6225,2.5049,2.8148,
IE00BF540Z61,15.85,19.4,0.87,,,19.6,18.41,0.77,3.48,4.04,,,1.17,9.57,6.85,,,
IE00BF541080,13.95,5.71,4.12,,,18.63,21.8,3.31,2.73,10.21,,,0.66,6.7,11.85,,,0.33
IE00BF553838,1.86,0.09,,,,3.3,5.77,86.93,,0.81,,,,,1.25,,,
IE00BF59RV63,4.67,2.88,2.83,,,8.85,41.06,1.0,4.73,4.24,,,7.03,5.36,12.69,,,4.69
IE00BF59RW70,3.61,3.06,4.41,,,3.54,61.0,,0.82,6.86,,,2.39,4.05,7.44,,,2.83
IE00BF59RX87,4.8,4.73,3.17,,,5.74,55.58,0.04,1.12,5.84,,,2.64,3.38,10.18,,,2.78
IE00BF5DXP42,1.55,5.27,3.85,,,0.72,42.3,,0.82,4.47,,,31.09,6.34,1.95,,,1.64
IE00BF5GB717,1.737,1.7486,8.3107,,,,79.6181,,,5.1107,,,3.2815,,,0.1934,,
IE00BF8HV600,6.23,17.73,2.13,,,7.23,16.46,1.8,3.91,15.83,,,7.56,4.85,4.22,,,12.05
IE00BF8HV717,,,,,,,,,,,,,,,,,,
IE00BF8J5974,0.0404,0.2927,0.2238,,,,0.518,,,0.0424,,,0.5587,0.0584,,,,98.2655
IE00BF92J153,,7.99,,,,,71.51,,,5.42,,,8.26,,,,,6.82
IE00BFD26097,8.29,12.31,3.12,,,5.18,15.56,,17.5,15.71,,,17.76,1.41,1.62,,,1.54
IE00BFD2H405,,0.51,3.7,,,,4.06,,0.72,0.81,,,88.31,1.79,,,,0.1
IE00BFF5RX68,1.8146,9.0077,4.4771,,,3.4416,11.4487,,8.0909,7.8461,1.4687,,40.4414,9.8806,1.7539,0.3287,,
IE00BFF5RZ82,0.825,1.91,2.1229,,,9.3559,7.2164,,8.8945,13.6694,1.3078,,49.3209,4.8334,0.2909,0.2528,,
IE00BFM15T99,5.0478,14.2524,4.4419,,,0.9904,17.9156,,4.9482,24.2398,2.813,,17.2721,6.4041,1.2651,0.4094,,
IE00BFM6T814,,,,,,,,99.5636,,,,,,,,0.4364,,
IE00BFM6T921,,0.0273,,,,,,,0.2876,,99.0797,,0.0249,,,0.5805,,
IE00BFM6TB42,2.5389,8.1317,13.1183,,,5.7999,35.3674,0.4766,,8.0305,2.5864,,7.3504,7.0029,9.6254,-0.0288,,
IE00BFM6TC58,,,,,,,,99.9577,,,,,,,,0.0422,,
IE00BFM6TD65,12.35,5.99,3.76,,,11.69,38.55,0.08,1.28,5.7,,,3.34,7.38,8.63,,,1.25
IE00BFMKQ930,0.0404,0.2927,0.2238,,,,0.518,,,0.0424,,,0.5587,0.0584,,,,98.2655
IE00BFMKQC67,,0.0656,0.2326,,,0.087,0.1607,,,0.117,,,0.2882,0.1073,0.1628,,,98.7789
IE00BFMM8Y81,,,,,,,,99.8976,,,,,,,,0.1023,,
IE00BFMM9235,,,,,,,,99.9044,,,,,,,,0.0956,,
IE00BFMNHK08,5.3322,5.6687,5.7479,,,,29.5413,,13.2809,20.8717,0.7276,,13.0833,4.2991,1.3954,,,0.052
IE00BFMNPS42,1.7375,9.384,1.3568,,,,14.146,,11.6303,8.6917,2.4752,,37.4701,12.7751,0.2613,,,0.0719
IE00BFMXVQ44,8.02,9.39,3.36,,,1.21,28.84,20.78,1.96,17.52,,,4.12,0.8,1.68,,,2.32
IE00BFMXXD54,2.15,5.26,9.4,,,2.32,13.84,,8.87,8.96,,,44.67,0.85,2.15,,,1.53
IE00BFMXYP42,5.53,3.43,14.81,,,12.93,26.72,1.19,12.01,12.54,,,3.9,1.33,4.51,,,1.1
IE00BFMXYX26,6.38,10.96,8.16,,,0.83,20.47,,5.06,19.46,,,21.32,3.86,1.26,,,2.24
IE00BFMXYY33,6.38,10.96,8.16,,,0.83,20.47,,5.06,19.46,,,21.32,3.86,1.26,,,2.24
IE00BFMXZJ56,6.38,10.96,8.16,,,0.83,20.47,,5.06,19.46,,,21.32,3.86,1.26,,,2.24
IE00BFNM3B99,4.4065,7.4645,5.1172,,,3.9299,29.9934,,5.506,15.2773,0.6082,,17.0559,3.6351,6.5712,0.4348,,
IE00BFNM3C07,4.4065,7.4645,5.1172,,,3.9299,29.9934,,5.506,15.2773,0.6082,,17.0559,3.6351,6.5712,0.4348,,
IE00BFNM3D14,5.3509,5.4216,4.8948,,,2.5712,29.7293,,13.8013,17.6495,0.6195,,10.4635,3.7115,5.0346,0.7524,,
IE00BFNM3F38,5.3509,5.4216,4.8948,,,2.5712,29.7293,,13.8013,17.6495,0.6195,,10.4635,3.7115,5.0346,0.7524,,
IE00BFNM3G45,1.7999,9.5835,2.2841,,,1.9116,12.7674,,9.8774,7.7167,1.8014,,40.4267,10.4709,1.0992,0.2612,,
IE00BFNM3H51,1.7999,9.5835,2.2841,,,1.9116,12.7674,,9.8774,7.7167,1.8014,,40.4267,10.4709,1.0992,0.2612,,
IE00BFNM3J75,3.2208,9.003,2.6904,,,2.052,17.7847,,9.7495,10.3354,1.6929,,32.681,8.7724,1.6976,0.3202,,
IE00BFNM3K80,3.2208,9.003,2.6904,,,2.052,17.7847,,9.7495,10.3354,1.6929,,32.681,8.7724,1.6976,0.3202,,
IE00BFNM3L97,3.9273,13.5261,2.4063,,,,20.5709,,5.5427,23.838,1.8762,,19.649,7.8708,0.4856,0.3072,,
IE00BFNM3M05,3.9273,13.5261,2.4063,,,,20.5709,,5.5427,23.838,1.8762,,19.649,7.8708,0.4856,0.3072,,
IE00BFNM3N12,5.8931,7.8257,2.6867,,,2.9383,19.013,,3.4084,7.2548,1.4822,,42.101,5.6568,1.2426,0.4974,,
IE00BFNM3P36,5.8931,7.8257,2.6867,,,2.9383,19.013,,3.4084,7.2548,1.4822,,42.101,5.6568,1.2426,0.4974,,
IE00BFNNN012,,,,,,,,,,,,,,,,,,
IE00BFNNN236,,,,,,,,,,,,,,,,,,
IE00BFNNN343,,,,,,,,,,,,,,,,,,
IE00BFNNN459,,,,,,,,,,,,,,,,,,
IE00BFTWP510,4.182,5.9277,8.4873,,,7.6192,30.5898,,3.9038,13.398,7.0482,,,3.7841,15.0598,,,
IE00BFWFPX50,,12.32,,,,,,,,0.88,,,65.37,21.43,,,,
IE00BFWFPY67,,,,,,,,99.1541,,,,,,,,0.8459,,
IE00BFWMQ331,13.5,0.9,1.9,,,15.0,46.3,,2.3,0.6,2.5,,1.9,9.9,5.2,,,
IE00BFWXDV39,4.3,4.01,2.84,,,2.18,20.09,,2.32,7.07,,,53.39,1.94,1.85,,,
IE00BFWXDX52,3.25,3.18,4.91,,,4.13,43.24,0.31,7.79,9.81,,,8.91,7.76,6.71,,,
IE00BFWXDY69,,0.75,1.2,,,,20.27,69.34,0.78,2.6,,,0.18,1.57,2.46,,,0.86
IE00BFXR5Q31,2.01,5.37,9.14,,,2.28,13.83,,9.36,8.78,,,44.93,0.89,1.98,,,1.43
IE00BFXR5R48,5.38,2.73,16.49,,,10.91,27.13,,13.63,12.79,,,4.25,1.57,4.83,,,0.29
